Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
561,tt0954926,1/20/15,1/20/15,,"Eduart",https://www.imdb.com/title/tt0954926/,Movie,6.4,104,2007,"Drama",448,3/8/07,"Angeliki Antoniou",,
562,tt0098684,1/20/15,1/20/15,,"Yaaba",https://www.imdb.com/title/tt0098684/,Movie,7.1,90,1989,"Drama, Romance",750,10/6/89,"Idrissa Ouedraogo",,
563,tt0116779,1/20/15,1/20/15,,"Bag of Rice",https://www.imdb.com/title/tt0116779/,Movie,7.2,80,1997,"Drama, Family",312,1997,"Mohammad Ali Talebi",,
564,tt0263975,1/20/15,1/20/15,,"Selvi Boylum Al Yazmalim",https://www.imdb.com/title/tt0263975/,Movie,8.5,90,1978,"Drama, Romance",16883,11/1978,"Atif Yilmaz",,
565,tt1132578,1/20/15,1/20/15,,"Summer Holiday",https://www.imdb.com/title/tt1132578/,Movie,7.0,103,2008,"Comedy, Drama",2217,9/19/08,"Radu Muntean",,
566,tt0103969,1/20/15,1/20/15,,"The Oak",https://www.imdb.com/title/tt0103969/,Movie,7.9,105,1993,"Comedy, Drama",3796,1/22/93,"Lucian Pintilie",,
567,tt0805188,1/20/15,1/20/15,,"Marilena from P7",https://www.imdb.com/title/tt0805188/,Movie,7.9,48,2006,"Drama, Fantasy",2061,6/9/06,"Cristian Nemescu",,
568,tt1590024,1/20/15,1/20/15,,"If I Want to Whistle, I Whistle",https://www.imdb.com/title/tt1590024/,Movie,7.0,94,2010,"Drama",6545,3/26/10,"Florin Serban",,
569,tt0116790,1/20/15,1/20/15,,"Kolya",https://www.imdb.com/title/tt0116790/,Movie,7.7,105,1997,"Comedy, Drama, Music",16182,1/24/97,"Jan Sverák",,
570,tt0955346,1/20/15,1/20/15,,"Moonlight",https://www.imdb.com/title/tt0955346/,TV Series,7.6,60,2007,"Drama, Fantasy, Horror, Thriller",24982,9/28/07,,,
571,tt0070832,1/20/15,1/20/15,,"Three Wishes for Cinderella",https://www.imdb.com/title/tt0070832/,Movie,7.7,88,1973,"Drama, Fantasy, Family, Adventure, Romance",11586,11/16/73,"Václav Vorlícek",,
572,tt0063611,1/20/15,1/20/15,,"Shame",https://www.imdb.com/title/tt0063611/,Movie,8.0,103,1968,"Drama",14935,12/23/68,"Ingmar Bergman",,
573,tt0093713,1/20/15,1/20/15,,"Pelle the Conqueror",https://www.imdb.com/title/tt0093713/,Movie,7.8,157,1988,"Drama",11788,12/21/88,"Bille August",,
574,tt0057611,1/20/15,1/20/15,,"The Silence",https://www.imdb.com/title/tt0057611/,Movie,7.7,96,1964,"Drama",21249,2/3/64,"Ingmar Bergman",,
575,tt0076686,1/20/15,1/20/15,,"The Serpent's Egg",https://www.imdb.com/title/tt0076686/,Movie,6.6,119,1978,"Drama, Mystery, Thriller",6318,2/15/78,"Ingmar Bergman",,
576,tt0048641,1/20/15,1/20/15,,"Smiles of a Summer Night",https://www.imdb.com/title/tt0048641/,Movie,7.7,109,1957,"Comedy, Romance",14622,12/23/57,"Ingmar Bergman",5,3/11/17
577,tt0060543,1/22/15,1/22/15,,"Intimate Lighting",https://www.imdb.com/title/tt0060543/,Movie,7.2,71,1969,"Comedy, Drama, Music",1653,11/24/69,"Ivan Passer",,
578,tt0064994,1/22/15,1/22/15,,"Larks on a String",https://www.imdb.com/title/tt0064994/,Movie,7.3,94,1990,"Comedy, Drama, Romance",2171,2/1990,"Jirí Menzel",,
579,tt0063633,1/22/15,1/22/15,,"The Cremator",https://www.imdb.com/title/tt0063633/,Movie,8.0,95,1969,"Comedy, Crime, Drama, Horror, Mystery, Thriller",10657,3/14/69,"Juraj Herz",,
580,tt0124012,1/22/15,1/22/15,,"Morgiana",https://www.imdb.com/title/tt0124012/,Movie,7.2,106,1983,"Crime, Drama, Horror, Mystery",1526,10/1983,"Juraj Herz",,
581,tt0063278,1/22/15,1/22/15,,"Marketa Lazarová",https://www.imdb.com/title/tt0063278/,Movie,7.9,162,1967,"Drama, History, Romance",5977,11/24/67,"Frantisek Vlácil",,
582,tt0107358,1/22/15,1/22/15,,"The Blue Kite",https://www.imdb.com/title/tt0107358/,Movie,7.5,140,1994,"Drama, History",3243,3/25/94,"Zhuangzhuang Tian",,
583,tt1869721,1/23/15,1/23/15,,"The Great Magician",https://www.imdb.com/title/tt1869721/,Movie,5.9,128,2011,"Comedy, Drama, Mystery, Romance",2007,12/22/11,"Tung-Shing Yee",,
584,tt0049783,1/24/15,1/24/15,,"The Forty-First",https://www.imdb.com/title/tt0049783/,Movie,7.5,88,1956,"War, Drama, Romance",1713,10/15/56,"Grigoriy Chukhray",,
585,tt0095441,1/24/15,1/24/15,,"The Cold Summer of 1953",https://www.imdb.com/title/tt0095441/,Movie,7.8,101,1988,"Action, Crime, Drama, Thriller",2529,6/1988,"Aleksandr Proshkin",,
586,tt0072231,1/24/15,1/24/15,,"At Home Among Strangers, a Stranger Among His Own",https://www.imdb.com/title/tt0072231/,Movie,7.4,97,1974,"Action, Adventure, Drama, War, Western",3495,11/11/74,"Nikita Mikhalkov",,
587,tt0073781,1/24/15,1/24/15,,"Queen of the Gypsies",https://www.imdb.com/title/tt0073781/,Movie,7.4,101,1979,"Drama, Musical, Romance",1802,4/1979,"Emil Loteanu",,
588,tt0055051,1/24/15,1/24/15,,"When the Trees Were Tall",https://www.imdb.com/title/tt0055051/,Movie,7.7,95,1962,"Drama, Romance",782,3/26/62,"Lev Kulidzhanov",,
589,tt0046797,1/24/15,1/24/15,,"A Big Family",https://www.imdb.com/title/tt0046797/,Movie,7.2,108,1955,"Drama",268,6/4/55,"Iosif Kheifits",,
590,tt0077413,1/25/15,1/25/15,,"Death on the Nile",https://www.imdb.com/title/tt0077413/,Movie,7.2,140,1978,"Crime, Drama, Mystery",39495,9/29/78,"John Guillermin",9,10/20/13
591,tt0071877,1/25/15,1/25/15,,"Murder on the Orient Express",https://www.imdb.com/title/tt0071877/,Movie,7.2,128,1974,"Crime, Drama, Mystery",68749,11/24/74,"Sidney Lumet",,
592,tt4351642,1/27/15,1/27/15,,"The Lady with the Dog",https://www.imdb.com/title/tt4351642/,Short,,16,,"Short, Drama",0,,"Kyusik Gam",,
593,tt0066454,1/27/15,1/27/15,,"Three Sisters",https://www.imdb.com/title/tt0066454/,Movie,6.2,165,1970,"Drama, Romance",492,11/3/70,"Laurence Olivier, John Sichel",,
594,tt0054331,1/28/15,1/28/15,,"Spartacus",https://www.imdb.com/title/tt0054331/,Movie,7.9,197,1960,"Adventure, Biography, Drama, History, War",142593,11/17/60,"Stanley Kubrick, Anthony Mann",,
595,tt0071222,1/28/15,1/28/15,,"Black Christmas",https://www.imdb.com/title/tt0071222/,Movie,7.1,98,1974,"Horror, Mystery, Thriller",48130,12/20/74,"Bob Clark",,
596,tt0056193,1/29/15,1/29/15,,"Lolita",https://www.imdb.com/title/tt0056193/,Movie,7.5,153,1962,"Crime, Drama, Romance",108349,6/21/62,"Stanley Kubrick",,
597,tt0066921,1/29/15,1/29/15,,"A Clockwork Orange",https://www.imdb.com/title/tt0066921/,Movie,8.3,136,1972,"Crime, Sci-Fi",877663,2/2/72,"Stanley Kubrick",,
598,tt0081505,1/29/15,1/29/15,,"The Shining",https://www.imdb.com/title/tt0081505/,Movie,8.4,146,1980,"Drama, Horror",1100444,6/13/80,"Stanley Kubrick",,
599,tt0068278,1/29/15,1/29/15,,"The Bitter Tears of Petra von Kant",https://www.imdb.com/title/tt0068278/,Movie,7.5,124,1972,"Drama, Romance",10960,10/5/72,"Rainer Werner Fassbinder",,
600,tt0101458,1/29/15,1/29/15,,"Until the End of the World",https://www.imdb.com/title/tt0101458/,Movie,6.8,158,1991,"Action, Drama, Sci-Fi, Thriller",11229,12/25/91,"Wim Wenders",,
601,tt0079095,1/29/15,1/29/15,,"The Marriage of Maria Braun",https://www.imdb.com/title/tt0079095/,Movie,7.7,120,1979,"Drama",14840,3/23/79,"Rainer Werner Fassbinder",,
602,tt0071141,1/29/15,1/29/15,,"Ali: Fear Eats the Soul",https://www.imdb.com/title/tt0071141/,Movie,8.0,92,1974,"Drama, Romance",23705,10/31/74,"Rainer Werner Fassbinder",,
603,tt0009968,1/29/15,1/29/15,,"Broken Blossoms",https://www.imdb.com/title/tt0009968/,Movie,7.2,90,1919,"Drama, Romance",11018,10/20/19,"D.W. Griffith",,
604,tt0097769,1/29/15,1/29/15,,"The Local Stigmatic",https://www.imdb.com/title/tt0097769/,Movie,5.6,56,1990,"Drama",1663,3/1990,"David F. Wheeler",,
605,tt0064651,1/29/15,1/29/15,,"Me, Natalie",https://www.imdb.com/title/tt0064651/,Movie,6.4,111,1969,"Comedy, Drama",1153,11/30/69,"Fred Coe",,
606,tt0115907,1/29/15,1/29/15,,"City Hall",https://www.imdb.com/title/tt0115907/,Movie,6.2,111,1996,"Crime, Drama, Mystery, Thriller",22351,2/16/96,"Harold Becker",,
607,tt0078718,1/29/15,1/29/15,,"And Justice for All",https://www.imdb.com/title/tt0078718/,Movie,7.4,119,1979,"Crime, Drama, Thriller",39354,10/19/79,"Norman Jewison",,
608,tt2893490,1/29/15,1/29/15,,"Manglehorn",https://www.imdb.com/title/tt2893490/,Movie,5.5,97,2015,"Drama",7986,6/3/15,"David Gordon Green",,
609,tt0063094,1/29/15,1/29/15,,"Hot Millions",https://www.imdb.com/title/tt0063094/,Movie,6.8,106,1969,"Comedy, Crime",2265,1/17/69,"Eric Till",,
610,tt0058672,1/29/15,1/29/15,,"Topkapi",https://www.imdb.com/title/tt0058672/,Movie,6.9,120,1964,"Adventure, Comedy, Crime, Thriller",10660,9/4/64,"Jules Dassin",,
611,tt0043949,1/29/15,1/29/15,,"Quo Vadis",https://www.imdb.com/title/tt0043949/,Movie,7.1,171,1951,"Biography, Drama, Romance",16611,12/25/51,"Mervyn LeRoy, Anthony Mann",,
612,tt2119589,1/29/15,1/29/15,,"Curtain: Poirot's Last Case",https://www.imdb.com/title/tt2119589/,TV Episode,8.5,89,2014,"Crime, Drama, Mystery, Thriller",2541,8/25/14,"Hettie Macdonald",,
613,tt0090156,1/30/15,1/30/15,,"Thirteen at Dinner",https://www.imdb.com/title/tt0090156/,TV Movie,6.2,87,1985,"Crime, Mystery, Thriller",2650,10/19/85,"Lou Antonio",,
614,tt0090914,1/30/15,1/30/15,,"Dead Man's Folly",https://www.imdb.com/title/tt0090914/,TV Movie,6.3,90,1986,"Crime, Drama, Mystery",2239,1/8/86,"Clive Donner",,
615,tt0352248,1/31/15,1/31/15,,"Cinderella Man",https://www.imdb.com/title/tt0352248/,Movie,8.0,144,2005,"Biography, Drama, Romance, Sport",197681,6/3/05,"Ron Howard",,
616,tt1084950,1/31/15,1/31/15,,"Rachel Getting Married",https://www.imdb.com/title/tt1084950/,Movie,6.7,113,2008,"Drama, Romance",51054,10/31/08,"Jonathan Demme",,
617,tt0250371,1/31/15,1/31/15,,"The Other Side of Heaven",https://www.imdb.com/title/tt0250371/,Movie,6.2,113,2002,"Adventure, Biography, Drama",4700,4/12/02,"Mitch Davis",,
618,tt0094525,1/31/15,1/31/15,,"Poirot",https://www.imdb.com/title/tt0094525/,TV Series,8.6,100,1990,"Crime, Drama, Mystery, Thriller",51622,1/18/90,,,
619,tt0109920,1/31/15,1/31/15,,"A Good Man in Africa",https://www.imdb.com/title/tt0109920/,Movie,5.0,94,1994,"Comedy",2708,9/9/94,"Bruce Beresford",,
620,tt0102798,1/31/15,1/31/15,,"Robin Hood: Prince of Thieves",https://www.imdb.com/title/tt0102798/,Movie,6.9,143,1991,"Action, Adventure, Drama, Romance",207456,6/14/91,"Kevin Reynolds",,
621,tt0145734,1/31/15,1/31/15,,"Playing by Heart",https://www.imdb.com/title/tt0145734/,Movie,6.9,121,1999,"Comedy, Drama, Romance",20244,1/22/99,"Willard Carroll",,
622,tt0073906,1/31/15,1/31/15,,"The Wind and the Lion",https://www.imdb.com/title/tt0073906/,Movie,6.8,119,1975,"Action, Adventure, Drama",10081,6/26/75,"John Milius",,
623,tt0067315,1/31/15,1/31/15,,"The Red Tent",https://www.imdb.com/title/tt0067315/,Movie,6.9,158,1969,"Adventure, Drama",2402,12/23/69,"Mikhail Kalatozov",,
624,tt2261331,2/2/15,2/2/15,,"Black Sea",https://www.imdb.com/title/tt2261331/,Movie,6.4,114,2015,"Adventure, Drama, Thriller",40733,1/23/15,"Kevin Macdonald",,
625,tt0766214,2/2/15,2/2/15,,"Illuminating Angels & Demons",https://www.imdb.com/title/tt0766214/,TV Movie,6.1,90,2005,"Documentary",536,9/27/05,"Dan Hall, Geof Petch",,
626,tt1728967,2/5/15,2/5/15,,"Witches from Heaven",https://www.imdb.com/title/tt1728967/,TV Series,6.7,60,2011,"Comedy, Drama, Fantasy, Mystery, Romance",312,2/1/11,,,
627,tt1543037,2/5/15,2/5/15,,"Plans for Tomorrow",https://www.imdb.com/title/tt1543037/,Movie,6.1,96,2010,"Drama",359,11/19/10,"Juana Macías",,
628,tt3263614,2/6/15,2/6/15,,"Kumiko, The Treasure Hunter",https://www.imdb.com/title/tt3263614/,Movie,6.6,105,2015,"Drama",12368,2/20/15,"David Zellner",,
629,tt0091670,2/6/15,2/6/15,,"The Sacrifice",https://www.imdb.com/title/tt0091670/,Movie,7.9,149,1986,"Drama",30791,5/9/86,"Andrei Tarkovsky",,
630,tt0045112,2/6/15,2/6/15,,"The Life of Oharu",https://www.imdb.com/title/tt0045112/,Movie,8.1,133,1964,"Drama",7597,4/20/64,"Kenji Mizoguchi",,
631,tt0055630,2/6/15,2/6/15,,"Yojimbo",https://www.imdb.com/title/tt0055630/,Movie,8.2,110,1961,"Action, Drama, Thriller",130702,9/13/61,"Akira Kurosawa",,
632,tt0172812,2/8/15,2/8/15,,"The Shooting Party",https://www.imdb.com/title/tt0172812/,Movie,7.3,105,1979,"Drama, Romance",1187,2/28/79,"Emil Loteanu",,
633,tt0064793,2/8/15,2/8/15,,"The Passion of Anna",https://www.imdb.com/title/tt0064793/,Movie,7.6,101,1970,"Drama",10378,5/28/70,"Ingmar Bergman",,
634,tt0397229,2/9/15,2/9/15,,"20:30:40",https://www.imdb.com/title/tt0397229/,Movie,6.6,113,2004,"Comedy, Drama, Music, Romance, Sport",1349,3/5/04,"Sylvia Chang",,
635,tt0052017,2/11/15,2/11/15,,"Brink of Life",https://www.imdb.com/title/tt0052017/,Movie,7.3,84,1958,"Drama",3338,3/31/58,"Ingmar Bergman",,
636,tt0070047,2/11/15,2/11/15,,"The Exorcist",https://www.imdb.com/title/tt0070047/,Movie,8.1,122,1973,"Horror",452484,12/26/73,"William Friedkin",,
637,tt0384712,2/11/15,2/11/15,,"Tikhiy Don",https://www.imdb.com/title/tt0384712/,TV Mini Series,4.9,176,2006,"Drama, History, Romance, War",571,11/7/06,,,
638,tt2514338,2/11/15,2/11/15,,"Jauja",https://www.imdb.com/title/tt2514338/,Movie,6.3,109,2014,"Adventure, Drama, Fantasy, Western",4519,11/27/14,"Lisandro Alonso",,
639,tt3271700,2/15/15,2/15/15,,"Blood and Ties",https://www.imdb.com/title/tt3271700/,Movie,6.4,95,2013,"Drama, Thriller",1504,10/24/13,"Dong-Suk Kuk",,
640,tt1329470,2/15/15,2/15/15,,"A-nae-ga kyeol-hon-haet-da",https://www.imdb.com/title/tt1329470/,Movie,5.5,119,2008,"Comedy, Romance",664,10/23/08,"Yun-su Chong",,
641,tt1533114,2/15/15,2/15/15,,"White Night",https://www.imdb.com/title/tt1533114/,Movie,6.5,135,2009,"Mystery, Romance, Thriller",1418,11/19/09,"Park Shin-woo",,
642,tt0056869,2/19/15,2/19/15,,"The Birds",https://www.imdb.com/title/tt0056869/,Movie,7.6,119,1963,"Drama, Horror, Mystery, Romance",203654,3/29/63,"Alfred Hitchcock",,
643,tt3032476,2/19/15,2/19/15,,"Better Call Saul",https://www.imdb.com/title/tt3032476/,TV Series,9.0,,2015,"Crime, Drama",640025,2/8/15,,,
644,tt0106179,2/22/15,2/22/15,,"The X-Files",https://www.imdb.com/title/tt0106179/,TV Series,8.6,45,1993,"Crime, Drama, Mystery, Sci-Fi, Thriller",248054,9/10/93,,,
645,tt1866249,2/22/15,2/22/15,,"The Sessions",https://www.imdb.com/title/tt1866249/,Movie,7.2,95,2012,"Biography, Comedy, Drama, Romance",43927,11/16/12,"Ben Lewin",,
646,tt4044364,2/23/15,2/23/15,,"Citizenfour",https://www.imdb.com/title/tt4044364/,Movie,8.0,114,2014,"Documentary, Biography",57833,11/28/14,"Laura Poitras",,
647,tt2977090,2/25/15,2/25/15,,"Alex of Venice",https://www.imdb.com/title/tt2977090/,Movie,5.8,86,2015,"Drama",3380,4/17/15,"Chris Messina",,
648,tt0047469,2/28/15,2/28/15,,"Senso",https://www.imdb.com/title/tt0047469/,Movie,7.4,123,1968,"Drama, Romance, War",7484,7/8/68,"Luchino Visconti",,
649,tt2569772,2/28/15,2/28/15,,"The Girl in the Sun",https://www.imdb.com/title/tt2569772/,Movie,6.7,128,2013,"Drama, Fantasy, Romance",1020,10/12/13,"Takahiro Miki",,
650,tt0322545,2/28/15,2/28/15,,"Berlin Blues",https://www.imdb.com/title/tt0322545/,Movie,7.1,105,2003,"Comedy, Drama",7614,10/2/03,"Leander Haußmann",,
651,tt3125220,3/3/15,3/3/15,,"Little Accidents",https://www.imdb.com/title/tt3125220/,Movie,5.8,105,2016,"Drama",3839,5/12/16,"Sara Colangelo",,
652,tt0483812,3/6/15,3/6/15,,"Stephanie Daley",https://www.imdb.com/title/tt0483812/,Movie,6.3,92,2006,"Drama",1891,1/21/06,"Hilary Brougher",,
653,tt0095174,3/6/15,3/6/15,,"Frantic",https://www.imdb.com/title/tt0095174/,Movie,6.8,120,1988,"Crime, Drama, Mystery, Thriller",57565,2/26/88,"Roman Polanski",,
654,tt3093522,3/7/15,3/7/15,,"Cymbeline",https://www.imdb.com/title/tt3093522/,Movie,3.7,98,2015,"Crime, Drama, Thriller",4238,3/13/15,"Michael Almereyda",,
655,tt0210717,3/9/15,3/9/15,,"Goya in Bordeaux",https://www.imdb.com/title/tt0210717/,Movie,6.6,100,1999,"Biography, Drama, War",2299,11/12/99,"Carlos Saura",,
656,tt3230780,3/13/15,3/13/15,,"The Returned",https://www.imdb.com/title/tt3230780/,TV Series,7.0,42,2015,"Drama, Fantasy, Horror",12135,3/9/15,,,
657,tt0758790,3/13/15,3/13/15,,"The Tudors",https://www.imdb.com/title/tt0758790/,TV Series,8.1,60,2007,"Drama, History, Romance, War",80765,4/1/07,,,
658,tt0118437,3/13/15,3/13/15,,"The Practice",https://www.imdb.com/title/tt0118437/,TV Series,7.7,60,1997,"Crime, Drama, Mystery, Romance, Thriller",10366,3/4/97,,,
659,tt2306299,3/16/15,3/16/15,,"Vikings",https://www.imdb.com/title/tt2306299/,TV Series,8.5,44,2013,"Action, Adventure, Drama, History, Romance, War",577727,3/3/13,,,
660,tt3556920,3/16/15,3/16/15,,"Wolf Hall",https://www.imdb.com/title/tt3556920/,TV Mini Series,8.1,360,2015,"Biography, Drama, History",12983,4/5/15,,,
661,tt2182972,3/16/15,3/16/15,,"Song One",https://www.imdb.com/title/tt2182972/,Movie,5.8,86,2015,"Drama, Music, Romance",10236,1/22/15,"Kate Barker-Froyland",,
662,tt0212662,3/16/15,3/16/15,,"Get Real",https://www.imdb.com/title/tt0212662/,TV Series,7.4,60,1999,"Comedy, Drama, Romance",636,9/8/99,,,
663,tt0057358,3/18/15,3/18/15,,"Winter Light",https://www.imdb.com/title/tt0057358/,Movie,8.0,81,1963,"Drama",26931,4/5/63,"Ingmar Bergman",,
664,tt0066498,3/18/15,3/18/15,,"The Ear",https://www.imdb.com/title/tt0066498/,Movie,7.7,94,1990,"Drama, Thriller",3277,10/18/90,"Karel Kachyna",,
665,tt0091572,3/18/15,3/18/15,,"Murder in Three Acts",https://www.imdb.com/title/tt0091572/,TV Movie,6.2,94,1986,"Crime, Drama, Mystery",2255,9/30/86,"Gary Nelson",,
666,tt0339291,3/20/15,3/20/15,,"A Series of Unfortunate Events",https://www.imdb.com/title/tt0339291/,Movie,6.8,108,2004,"Adventure, Comedy, Family, Fantasy",220407,12/17/04,"Brad Silberling",,
667,tt3398268,3/27/15,3/27/15,,"When Marnie Was There",https://www.imdb.com/title/tt3398268/,Movie,7.6,103,2015,"Animation, Drama, Family, Mystery",47360,8/7/15,"Hiromasa Yonebayashi",,
668,tt0349517,3/30/15,3/30/15,,"Scent of Love",https://www.imdb.com/title/tt0349517/,Movie,6.3,109,2003,"Drama, Romance",247,2/28/03,"Lee Jeong-wook",,
669,tt0025316,4/3/15,4/3/15,,"It Happened One Night",https://www.imdb.com/title/tt0025316/,Movie,8.1,105,1934,"Comedy, Romance",111734,2/22/34,"Frank Capra",,
670,tt3006802,4/5/15,4/5/15,,"Outlander",https://www.imdb.com/title/tt3006802/,TV Series,8.4,60,2014,"Drama, Fantasy, Romance",178116,8/9/14,,,
671,tt0172495,4/6/15,4/6/15,,"Gladiator",https://www.imdb.com/title/tt0172495/,Movie,8.5,155,2000,"Action, Adventure, Drama",1610051,5/5/00,"Ridley Scott",,
672,tt2486678,4/6/15,4/6/15,,"5 to 7",https://www.imdb.com/title/tt2486678/,Movie,7.1,95,2015,"Comedy, Drama, Romance",21295,2/12/15,"Victor Levin",,
673,tt0366721,4/11/15,4/11/15,,"Trilogia: To livadi pou dakryzei",https://www.imdb.com/title/tt0366721/,Movie,7.9,170,2004,"Drama, History, Romance",5246,2/20/04,"Theodoros Angelopoulos",,
674,tt0169547,4/15/15,4/15/15,,"American Beauty",https://www.imdb.com/title/tt0169547/,Movie,8.3,122,1999,"Drama",1206581,10/1/99,"Sam Mendes",,
675,tt0038109,4/16/15,4/16/15,,"Spellbound",https://www.imdb.com/title/tt0038109/,Movie,7.5,111,1945,"Film-Noir, Mystery, Romance, Thriller",52008,12/28/45,"Alfred Hitchcock",,
676,tt1014763,4/16/15,4/16/15,,"Child 44",https://www.imdb.com/title/tt1014763/,Movie,6.4,137,2015,"Crime, Drama, History, Mystery, Thriller",75597,4/17/15,"Daniel Espinosa",,
677,tt1291584,4/16/15,4/16/15,,"Warrior",https://www.imdb.com/title/tt1291584/,Movie,8.1,140,2011,"Action, Drama, Sport",496117,9/9/11,"Gavin O'Connor",,
678,tt1212450,4/16/15,4/16/15,,"Lawless",https://www.imdb.com/title/tt1212450/,Movie,7.2,116,2012,"Biography, Crime, Drama",252760,8/29/12,"John Hillcoat",,
679,tt2628232,4/16/15,4/16/15,,"Penny Dreadful",https://www.imdb.com/title/tt2628232/,TV Series,8.2,60,2014,"Drama, Fantasy, Horror",130481,4/28/14,,,
680,tt0309987,4/16/15,4/16/15,,"The Dreamers",https://www.imdb.com/title/tt0309987/,Movie,7.1,115,2004,"Drama, Romance",130920,2/20/04,"Bernardo Bertolucci",,
681,tt3112900,4/16/15,4/16/15,,"Salomé",https://www.imdb.com/title/tt3112900/,Movie,6.3,81,2014,"Drama",2165,9/21/14,"Al Pacino",,
682,tt1772288,4/16/15,4/16/15,,"Danny Collins",https://www.imdb.com/title/tt1772288/,Movie,7.0,106,2015,"Biography, Comedy, Drama, Music",33058,4/10/15,"Dan Fogelman",,
683,tt0480242,4/17/15,4/17/15,,"Dan in Real Life",https://www.imdb.com/title/tt0480242/,Movie,6.8,98,2007,"Comedy, Drama, Romance",106756,10/26/07,"Peter Hedges",,
684,tt1536048,4/17/15,4/17/15,,"W.E.",https://www.imdb.com/title/tt1536048/,Movie,6.2,119,2012,"Drama, History, Romance",13584,1/20/12,"Madonna",,
685,tt0109686,4/17/15,4/17/15,,"Dumb and Dumber",https://www.imdb.com/title/tt0109686/,Movie,7.3,107,1994,"Comedy",409871,12/16/94,"Peter Farrelly, Bobby Farrelly",,
686,tt4484426,4/28/15,4/28/15,,"Murmur of the Hearts",https://www.imdb.com/title/tt4484426/,Movie,6.5,119,2015,"Drama",410,4/10/15,"Sylvia Chang",,
687,tt0063615,5/6/15,5/6/15,,"Two Comrades Served",https://www.imdb.com/title/tt0063615/,Movie,7.9,99,1968,"Comedy, Drama, War",1210,10/21/68,"Yevgeni Karelov",,
688,tt0086780,5/10/15,5/10/15,,"Playing Shakespeare",https://www.imdb.com/title/tt0086780/,TV Mini Series,9.4,,1982,"Documentary",223,7/29/82,,,
689,tt3532664,5/10/15,5/10/15,,"Handlers",https://www.imdb.com/title/tt3532664/,TV Mini Series,8.7,,2014,"Action",18,1/9/14,,,
690,tt3159736,5/10/15,5/10/15,,"The Game",https://www.imdb.com/title/tt3159736/,TV Mini Series,7.7,59,2014,"Drama, Mystery, Thriller",3497,11/5/14,,,
691,tt0396171,5/11/15,5/11/15,,"Perfume: The Story of a Murderer",https://www.imdb.com/title/tt0396171/,Movie,7.5,147,2007,"Crime, Drama, Fantasy",264898,1/5/07,"Tom Tykwer",,
692,tt0149691,5/15/15,5/15/15,,"Anywhere But Here",https://www.imdb.com/title/tt0149691/,Movie,6.2,114,1999,"Comedy, Drama",18607,11/12/99,"Wayne Wang",,
693,tt0376541,5/15/15,5/15/15,,"Closer",https://www.imdb.com/title/tt0376541/,Movie,7.2,104,2004,"Drama, Romance",235255,12/3/04,"Mike Nichols",9,11/23/14
694,tt1322269,5/16/15,5/16/15,,"August: Osage County",https://www.imdb.com/title/tt1322269/,Movie,7.2,121,2014,"Comedy, Drama",95096,1/10/14,"John Wells",,
695,tt0098384,5/16/15,5/16/15,,"Steel Magnolias",https://www.imdb.com/title/tt0098384/,Movie,7.3,117,1989,"Comedy, Drama, Romance",62632,11/22/89,"Herbert Ross",,
696,tt0475784,5/17/15,5/17/15,,"Westworld",https://www.imdb.com/title/tt0475784/,TV Series,8.5,62,2016,"Drama, Mystery, Sci-Fi",530569,10/2/16,,,
697,tt0106677,5/17/15,5/17/15,,"Dazed and Confused",https://www.imdb.com/title/tt0106677/,Movie,7.6,103,1993,"Comedy",198339,9/24/93,"Richard Linklater",,
698,tt2582590,5/22/15,5/22/15,,"Vicious",https://www.imdb.com/title/tt2582590/,TV Series,8.1,23,2014,"Comedy",9634,6/29/14,,,
699,tt1129435,5/25/15,5/25/15,,"The Beaches of Agnès",https://www.imdb.com/title/tt1129435/,Movie,8.0,112,2008,"Documentary, Biography",4754,12/17/08,"Agnès Varda",,
700,tt3074694,5/26/15,5/26/15,,"Flowers in the Attic",https://www.imdb.com/title/tt3074694/,TV Episode,6.0,89,2014,"Drama, Mystery, Romance, Thriller",10086,1/18/14,"Deborah Chow",,
701,tt3975510,5/26/15,5/26/15,,"One and Two",https://www.imdb.com/title/tt3975510/,Movie,5.2,90,2015,"Drama, Fantasy, Thriller",2359,8/14/15,"Andrew Droz Palermo",,
702,tt1194620,5/28/15,5/28/15,,"Nunta muta",https://www.imdb.com/title/tt1194620/,Movie,7.8,87,2008,"Comedy, Drama, History, Romance",6993,11/21/08,"Horatiu Malaele",,
703,tt0481042,6/12/15,6/12/15,,"The Queen's Classroom",https://www.imdb.com/title/tt0481042/,TV Mini Series,8.4,45,2005,"Drama",377,7/2/05,,,
704,tt0277044,6/12/15,6/12/15,,"Inugami",https://www.imdb.com/title/tt0277044/,Movie,5.9,106,2001,"Drama, Fantasy, Horror, Romance, Thriller",905,1/27/01,"Masato Harada",,
705,tt1422234,6/12/15,6/12/15,,"Boss",https://www.imdb.com/title/tt1422234/,TV Series,7.1,54,2009,"Drama",290,4/16/09,,,
706,tt3847626,6/24/15,6/24/15,,"Code of a Killer",https://www.imdb.com/title/tt3847626/,TV Mini Series,7.6,65,2015,"Biography, Crime, Drama, History",3692,4/6/15,,,
